itch,4
hitch,5
fetch,5
witch,5
ditch,5
watch,5
pitch,5
patch,5
hatch,5
latch,5
catch,5
match,5
butch,5
hutch,5
sketch,6
snitch,6
blotch,6
stitch,6
crutch,6
snatch,6
thatch,6
clutch,6
switch,6
twitch,6
stretch,7
scratch,7
hopscotch,9
stopwatch,9
crosspatch,10
wristwatch,10
butterscotch,12
