wept,4
kept,4
crept,5
slept,5
adapt,5
swept,5
adopt,5
tempt,5
except,6
prompt,6
script,6
accept,6
sculpt,6
attempt,7
receipt,7
disrupt,7
interrupt,9
windswept,9
manuscript,10
